0	9.1710380880513032e-02	4.7663320606355378e-02	-1.4805178441448585e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1	7.9922008609555659e-02	3.9778398572663028e-02	-1.3702112861241766e-01	3.9024418266384600e-04	1.9423046178058118e-04	-6.6904847955282063e-04
2	6.7762423089370138e-02	3.8306727099769115e-02	-1.2766415771293749e-01	7.2111538915491113e-04	3.8127502769742257e-04	-1.2924086246355231e-03
3	5.6235863014978717e-02	4.0809413666440988e-02	-1.2038792875211839e-01	9.9570456403273678e-04	5.8053974286559145e-04	-1.8802403079954762e-03
4	4.5673626998423242e-02	4.4683180384829463e-02	-1.1554294867059432e-01	1.2187203208609753e-03	7.9871933458839153e-04	-2.4444148620511126e-03
5	3.4678801206808427e-02	4.7769480642474701e-02	-1.1373497166839475e-01	1.3880504048785947e-03	1.0319687517879750e-03	-2.9997614034006962e-03
6	2.1637840767560822e-02	5.0469830402277510e-02	-1.1697889067476783e-01	1.4937039242514502e-03	1.2784034705490958e-03	-3.5709473930235860e-03
7	8.5845876428473876e-03	5.3841316191329862e-02	-1.2503615381145719e-01	1.5356208561012909e-03	1.5413005222645736e-03	-4.1814754878060920e-03
8	-2.1104789296240451e-03	5.7680404168529500e-02	-1.3586034972622277e-01	1.5253157832027359e-03	1.8229431207437215e-03	-4.8448561017036644e-03
9	-8.9140504158653211e-03	6.1224945938321791e-02	-1.4829961543902381e-01	1.4817901464065186e-03	2.1218930520831834e-03	-5.5689753177145225e-03
10	-1.2800886686033778e-02	6.3659637760857188e-02	-1.6103135882245950e-01	1.4188951648253590e-03	2.4346738650561448e-03	-6.3601755365382522e-03
11	-1.5767470862436794e-02	6.5201746259674481e-02	-1.7449666232167188e-01	1.3423867460287450e-03	2.7510519673293455e-03	-7.2068848050058374e-03
12	-1.8790393890000721e-02	6.5027797106331400e-02	-1.8921932384161905e-01	1.2500633385491883e-03	3.0705549987660933e-03	-8.1365818001993395e-03
13	-2.1303051924787379e-02	6.2787793060593941e-02	-2.0396222566714445e-01	1.1460445303226874e-03	3.3771360195697748e-03	-9.1324911052146941e-03
14	-2.2719860669246278e-02	5.9384318584000929e-02	-2.1851498314031798e-01	1.0358010657715961e-03	3.6652862470739297e-03	-1.0192790248260060e-02
15	-2.3611126108131687e-02	5.4036773359109683e-02	-2.3262914041674343e-01	9.2051236407173441e-04	3.9291376794914571e-03	-1.1328674722951191e-02
16	-2.4204138367225507e-02	4.6548993768263630e-02	-2.4614173133014719e-01	8.0158944301694595e-04	4.1578482506795201e-03	-1.2538050294977366e-02
17	-2.4822655272930580e-02	3.8461741321379875e-02	-2.5830014877639890e-01	6.8114259888865116e-04	4.3444759627797218e-03	-1.3791398795204643e-02
18	-2.5954580992113313e-02	3.0613740119013765e-02	-2.6846625410914376e-01	5.5441124638809785e-04	4.4939571157045933e-03	-1.5102269176596947e-02
19	-2.7252360305240596e-02	2.2768573052865317e-02	-2.7667158464515762e-01	4.2134308083516524e-04	4.6051317888142875e-03	-1.6453204648497130e-02
20	-2.8052020152007671e-02	1.4960028782302508e-02	-2.8246559451087389e-01	2.8437032618669028e-04	4.6781788043528741e-03	-1.7832431184194756e-02
21	-2.8541199114443458e-02	7.2729377168887326e-03	-2.8402298032351431e-01	1.4500900238569682e-04	4.7136911955486197e-03	-1.9219262142805664e-02
22	-2.8678746868700214e-02	-9.6962608426922302e-04	-2.8253571849405967e-01	4.9760586908715676e-06	4.7089566931840243e-03	-2.0598831080764941e-02
23	-2.8513861317974367e-02	-9.4601135111476112e-03	-2.8018308416509008e-01	-1.3425177977580014e-04	4.6627647326803736e-03	-2.1966912546414794e-02
24	-2.8353318103456069e-02	-1.7700821540711065e-02	-2.7707241960552081e-01	-2.7269571582783173e-04	4.5763349400011200e-03	-2.3319805220269874e-02
25	-2.8066095500807634e-02	-2.5254925495198578e-02	-2.7225999370055143e-01	-4.0973719776536905e-04	4.4530198741065960e-03	-2.4649199720760847e-02
26	-2.7671038202888430e-02	-3.1993293436078402e-02	-2.6515825598237319e-01	-5.4484968899041022e-04	4.2968026210007445e-03	-2.5943917767549778e-02
27	-2.7025488458539384e-02	-3.7878075856370395e-02	-2.5593162656002749e-01	-6.7681008185437204e-04	4.1118510787333112e-03	-2.7193583912862411e-02
28	-2.6183523018930951e-02	-4.2068371700459739e-02	-2.4535665446246036e-01	-8.0465931534524579e-04	3.9064391075396606e-03	-2.8391614452229895e-02
29	-2.6439408694450165e-02	-4.4112305873986249e-02	-2.3331571201257656e-01	-9.3375799061111572e-04	3.6910469890143374e-03	-2.9530851327291305e-02
30	-2.7633021730440903e-02	-4.4390378034588555e-02	-2.1888296680656849e-01	-1.0686848545292842e-03	3.4742970962673230e-03	-3.0599615813651504e-02
31	-2.8571508854006583e-02	-4.3356468152954651e-02	-2.0132216716485801e-01	-1.2081941751054882e-03	3.2625955916142243e-03	-3.1582634208011162e-02
32	-2.9626963063251528e-02	-4.1433614588689077e-02	-1.8065532140474769e-01	-1.3537612238476602e-03	3.0590185668101792e-03	-3.2470253432442447e-02
33	-3.0861913454809146e-02	-3.8685247987415634e-02	-1.5837531274836125e-01	-1.5035123297837765e-03	2.8713063344493672e-03	-3.3238737158241688e-02
34	-3.1521027466342472e-02	-3.5409023948819333e-02	-1.3412441086932028e-01	-1.6583855421275612e-03	2.6973301120445845e-03	-3.3897734660376717e-02
35	-3.1873641118575505e-02	-3.2285629603944356e-02	-1.0944701480036105e-01	-1.8140185554018557e-03	2.5396854362440750e-03	-3.4432143912331604e-02
36	-3.2619480773582558e-02	-2.9418245760738496e-02	-8.4821409908246631e-02	-1.9722978963137095e-03	2.3969394317287728e-03	-3.4843722408895668e-02
37	-3.3891233774181961e-02	-2.6442768535795535e-02	-5.9274481455843089e-02	-2.1377824362267075e-03	2.2678243509875835e-03	-3.5133148587879276e-02
38	-3.4995219829520870e-02	-2.3283635677897277e-02	-3.2865706591718474e-02	-2.3097255024056890e-03	2.1534241634832666e-03	-3.5294628652615199e-02
39	-3.5497797476533921e-02	-2.0154434739964092e-02	-7.0426784659765908e-03	-2.4819712848388217e-03	2.0556289021412778e-03	-3.5328801805572053e-02
40	-3.5056786366245943e-02	-1.7133960960847468e-02	1.8139492378694274e-02	-2.6531469995177571e-03	1.9719669833871399e-03	-3.5240230065441712e-02
41	-3.3307405088276065e-02	-1.4356635949904795e-02	4.2515868319243436e-02	-2.8157808134253552e-03	1.9018662219129952e-03	-3.5032633052164155e-02
42	-3.0514648546568577e-02	-1.2388872790571721e-02	6.6114042471115936e-02	-2.9647781207816472e-03	1.8413736789902818e-03	-3.4709810579160658e-02
43	-2.6099248655960246e-02	-1.1130456691049683e-02	8.9429700036493504e-02	-3.0922158583595780e-03	1.7870257459285158e-03	-3.4273142121951219e-02
