0	1.1119425295871226e-02	-4.1829485926468913e-03	-3.1623624188239115e-03
1	1.1234999333365175e-02	-4.0938081854971220e-03	-3.0997256328376211e-03
2	1.1348676383467454e-02	-4.0043859735163067e-03	-3.0365383147744089e-03
3	1.1460577107047822e-02	-3.9150861891409875e-03	-2.9727775387392032e-03
4	1.1570767964119160e-02	-3.8262634637001949e-03	-2.9084499211489028e-03
5	1.1679278716434800e-02	-3.7381561038418382e-03	-2.8436018663142225e-03
6	1.1786155953192174e-02	-3.6509148160628812e-03	-2.7783038929008724e-03
7	1.1891492054081970e-02	-3.5646365215924805e-03	-2.7125861878377852e-03
8	1.1995382245931028e-02	-3.4793927403239241e-03	-2.6464531397772774e-03
9	1.2097865053402171e-02	-3.3952380231547603e-03	-2.5799236424390555e-03
10	1.2198935006859426e-02	-3.3121935151045278e-03	-2.5130266797391263e-03
11	1.2298602037021208e-02	-3.2302412311326491e-03	-2.4457578208989623e-03
12	1.2396860243094655e-02	-3.1492902637171071e-03	-2.3781549928612333e-03
13	1.2493705153596556e-02	-3.0692497602594539e-03	-2.3100988672728217e-03
14	1.2589109204101324e-02	-2.9899875431009925e-03	-2.2415399842731802e-03
15	1.2683018913431597e-02	-2.9113788646310491e-03	-2.1724298949690828e-03
16	1.2775365458212364e-02	-2.8333081389152388e-03	-2.1027075303379915e-03
17	1.2866115042597936e-02	-2.7556622333930109e-03	-2.0322334343627936e-03
18	1.2955170040728423e-02	-2.6783131956112779e-03	-1.9611478476538884e-03
19	1.3042511758086310e-02	-2.6012008957313924e-03	-1.8893806125262972e-03
20	1.3128129502324171e-02	-2.5242802001641013e-03	-1.8168999828949192e-03
21	1.3211968613410827e-02	-2.4475364232294174e-03	-1.7437588180591441e-03
22	1.3293999569996662e-02	-2.3709824938269379e-03	-1.6700646720531505e-03
23	1.3374262268522053e-02	-2.2946085328227179e-03	-1.5958245318343678e-03
24	1.3452750558371208e-02	-2.2183862675404196e-03	-1.5211392526810641e-03
25	1.3529481631464267e-02	-2.1422943674041990e-03	-1.4460369337727279e-03
26	1.3604466596908142e-02	-2.0663359143178735e-03	-1.3705411376570915e-03
27	1.3677722855659722e-02	-1.9905337157702942e-03	-1.2946948067116080e-03
28	1.3749278729232966e-02	-1.9149082994888138e-03	-1.2185815275238450e-03
29	1.3819161977668451e-02	-1.8394745939550247e-03	-1.1423045735407802e-03
30	1.3887430329739148e-02	-1.7642473691583370e-03	-1.0659711598977912e-03
31	1.3954157005607011e-02	-1.6892225698614612e-03	-9.8969960650752164e-04
32	1.4019390983463206e-02	-1.6143820459314680e-03	-9.1361158334803518e-04
33	1.4083177600245616e-02	-1.5397016300855619e-03	-8.3779366572927811e-04
34	1.4145543106285111e-02	-1.4651649046034012e-03	-7.6239984258906566e-04
35	1.4206516541554378e-02	-1.3907309093492621e-03	-6.8748293404374578e-04
36	1.4266102232260781e-02	-1.3163830116118271e-03	-6.1311986237688829e-04
37	1.4324302919353065e-02	-1.2421071779289070e-03	-5.3937494742398466e-04
38	1.4381119214935546e-02	-1.1678933961990843e-03	-4.6632531237531492e-04
39	1.4436588537689235e-02	-1.0937258451592254e-03	-3.9402804360691044e-04
40	1.4490690929946383e-02	-1.0196288091039551e-03	-3.2255355252292308e-04
41	1.4543418268161192e-02	-9.4562686750181027e-04	-2.5192739970230927e-04
42	1.4594784720285702e-02	-8.7173487326757380e-04	-1.8215564083114209e-04
43	1.4644754775526436e-02	-7.9796152777220444e-04	-1.1322253405103935e-04
44	1.4693332265078924e-02	-7.2429857689950750e-04	-4.5105789906100899e-05
45	1.4740503251498307e-02	-6.5074153542650406e-04	2.2236481106061218e-05
46	1.4786217936024472e-02	-5.7730248812547615e-04	8.8879641277793875e-05
47	1.4830433658486606e-02	-5.0400784538660556e-04	1.5486452737288804e-04
48	1.4873103966886519e-02	-4.3088656939334558e-04	2.2021901451356053e-04
49	1.4914184059642458e-02	-3.5796666462914266e-04	2.8497173022257763e-04
50	1.4953626484064080e-02	-2.8525733907877056e-04	3.4915205539442395e-04
51	1.4991374385916146e-02	-2.1277248232366572e-04	4.1279190557392414e-04
52	1.5027353419229974e-02	-1.4052582581764819e-04	4.7590135503406512e-04
53	1.5061486234910918e-02	-6.8536536855046294e-05	5.3847871609820125e-04
54	1.5093715574231559e-02	3.1817683391314729e-06	6.0053413196287043e-04
55	1.5124000810904975e-02	7.4631059414516436e-05	6.6203389041801018e-04
56	1.5152375089044342e-02	1.4574415575930943e-04	7.2308065288625447e-04
57	1.5178818784679686e-02	2.1646190218474858e-04	7.8356910714157449e-04
58	1.5203334357905631e-02	2.8671810429582571e-04	8.4349702255987629e-04
59	1.5225978060781551e-02	3.5642747355409755e-04	9.0303894236635964e-04
60	1.5246740988511465e-02	4.2560299519736497e-04	9.6209708343342247e-04
61	1.5265704481044348e-02	4.9431303357348917e-04	1.0206520486019093e-03
62	1.5282985715641875e-02	5.6255407906265957e-04	1.0789214228405736e-03
63	1.5298608567657883e-02	6.3035083401932778e-04	1.1367986535085995e-03
64	1.5312576096411913e-02	6.9770522069543400e-04	1.1942273752592813e-03
65	1.5324907935889663e-02	7.6459315894376466e-04	1.2512846787327073e-03
66	1.5335627243495879e-02	8.3101511198363390e-04	1.3080776924890751e-03
67	1.5344710933611545e-02	8.9706347051187016e-04	1.3645477671242652e-03
68	1.5352108305535858e-02	9.6278242004284125e-04	1.4207922392304589e-03
69	1.5357723073153225e-02	1.0282017288899162e-03	1.4768360708565101e-03
70	1.5361418877531561e-02	1.0933005842391303e-03	1.5327051449851626e-03
71	1.5363023284674348e-02	1.1580300202498643e-03	1.5883934966801391e-03
72	1.5362374899805546e-02	1.2223169647620333e-03	1.6438617190498016e-03
73	1.5359365651645217e-02	1.2860506864221153e-03	1.6990554563973516e-03
74	1.5353904469134688e-02	1.3491111151556995e-03	1.7539265238650662e-03
75	1.5345873341664776e-02	1.4113912739873932e-03	1.8084478349089765e-03
76	1.5335168804132812e-02	1.4727995319023565e-03	1.8625937551718604e-03
77	1.5321664159195744e-02	1.5332631015681250e-03	1.9162735149528326e-03
78	1.5305386603716848e-02	1.5927143243679262e-03	1.9695129144873050e-03
79	1.5286313484371475e-02	1.6511366540059925e-03	2.0222118884394890e-03
80	1.5264640134185542e-02	1.7085318640457157e-03	2.0744046397260510e-03
81	1.5240666205186552e-02	1.7649251293893708e-03	2.1261355404742889e-03
82	1.5214714289145408e-02	1.8203764473199307e-03	2.1774064284772431e-03
83	1.5187212297664848e-02	1.8749974268453512e-03	2.2282270227889389e-03
84	1.5158592689385764e-02	1.9287881826124970e-03	2.2785999047874104e-03
85	1.5129061939675082e-02	1.9816683876803078e-03	2.3284081584330671e-03
86	1.5098732247452515e-02	2.0335692199649645e-03	2.3775116080736779e-03
87	1.5067687151510136e-02	2.0844294204624757e-03	2.4257597423813517e-03
88	1.5036073736186085e-02	2.1341716369512021e-03	2.4729927938425683e-03
89	1.5004015487433560e-02	2.1828405929864023e-03	2.5190291018998843e-03
90	1.4971618101088371e-02	2.2305465005159108e-03	2.5637182722652693e-03
91	1.4938922169869287e-02	2.2773622166119040e-03	2.6069315499872639e-03
92	1.4905878699656535e-02	2.3232416298338181e-03	2.6485191844259743e-03
93	1.4872346716264490e-02	2.3680606945689978e-03	2.6882995657427555e-03
94	1.4838129483503404e-02	2.4117097856126333e-03	2.7261197753480908e-03
95	1.4803108982591656e-02	2.4541967223018360e-03	2.7618872914751767e-03
96	1.4767291459499119e-02	2.4956562797018474e-03	2.7956008684640820e-03
97	1.4730677131039951e-02	2.5362801967718945e-03	2.8273919303842526e-03
98	1.4693182378780515e-02	2.5762661242102951e-03	2.8575042795087524e-03
99	1.4654657672968415e-02	2.6157809126760778e-03	2.8862694445553846e-03
100	1.4614990285221967e-02	2.6548721173517056e-03	2.9140094738505048e-03
101	1.4574125225108184e-02	2.6934761650065906e-03	2.9410747451309436e-03
102	1.4532094443426792e-02	2.7314754625810231e-03	2.9678567588516235e-03
103	1.4488987374436187e-02	2.7687896046506553e-03	2.9947300040786564e-03
104	1.4444876771157170e-02	2.8054300383765461e-03	3.0220633933036767e-03
105	1.4399798983722149e-02	2.8414779245181515e-03	3.0502070539094412e-03
106	1.4353792326420972e-02	2.8770342595161149e-03	3.0794166269314032e-03
107	1.4306900545201118e-02	2.9121759023658404e-03	3.1098419910162889e-03
108	1.4259173436648639e-02	2.9469540109850765e-03	3.1415132494534530e-03
