0	0.054902	0.579937	-9.293448	5.256348E-05	1.276412E-04	-1.344700E-05	
160	0.019441	0.527654	-9.292248	-1.169193E-05	8.959312E-05	-2.027250E-04	
320	0.084164	0.658655	-9.334828	-5.673351E-06	-5.761995E-05	1.894362E-04	
480	0.087445	0.654448	-9.369890	-6.747273E-05	2.638418E-05	-2.458347E-05	
640	0.083865	0.644393	-9.322633	-3.162130E-05	1.528260E-04	2.449369E-05	
800	0.180059	0.726706	-9.266487	-1.066912E-04	1.666101E-04	-1.532895E-04	
960	0.189196	0.718271	-9.209648	1.516416E-05	-1.095734E-04	1.748939E-05	
1120	0.137754	0.688960	-9.222783	-3.710664E-05	-4.483631E-05	-4.833344E-06	
1280	0.284105	0.697888	-9.167253	-2.102144E-05	1.337933E-04	-3.800025E-05	
1440	0.218292	0.776887	-9.137222	-1.116973E-04	-6.457271E-05	-9.707812E-05	
1600	0.338944	0.744995	-9.068344	-6.649368E-05	-2.319325E-05	-1.495355E-07	
1760	0.370803	0.763920	-9.098652	2.902019E-04	4.914725E-05	-4.486937E-05	
1920	0.419880	0.795684	-9.081190	2.064371E-04	-6.671622E-05	-1.480914E-04	
2080	0.379257	0.781048	-9.078015	3.043308E-05	4.586423E-05	1.037460E-04	
2240	0.399196	0.846470	-9.004418	2.546282E-05	-4.745752E-05	5.481484E-06	
2400	0.430062	0.769483	-9.067574	6.992327E-05	1.590166E-04	1.677022E-06	
2560	0.524884	0.780601	-9.029406	-3.942294E-05	5.179118E-05	-7.375027E-06	
2720	0.530533	0.929744	-8.923205	-1.836513E-04	-1.013474E-04	-3.656954E-05	
2880	0.513689	0.881779	-8.997917	7.054668E-05	9.003104E-05	3.485420E-05	
3040	0.564092	0.943110	-8.952386	9.158357E-05	1.253082E-05	-3.130787E-05	
3200	0.654027	0.864530	-9.042244	2.709594E-04	-9.433098E-05	2.125242E-05	
3360	0.606964	0.924415	-9.000879	4.264028E-05	6.799423E-05	1.727960E-05	
3520	0.551561	0.939303	-8.909645	-2.744609E-05	8.997823E-05	6.425746E-05	
3680	0.609947	0.918712	-8.869773	-2.574612E-05	-2.639498E-04	-2.118143E-05	
3840	0.716809	0.968914	-8.873153	2.627767E-05	-2.033767E-04	1.000636E-04	
4000	0.717957	0.944426	-8.871009	2.383070E-06	6.059661E-05	5.756864E-06	
4160	0.723329	0.967609	-8.824969	-3.345932E-05	3.071656E-06	1.446057E-04	
4320	0.621612	1.038519	-8.872427	1.570502E-04	-3.006779E-05	1.373288E-04	
4480	0.816435	0.984798	-8.877282	-5.250411E-05	5.168608E-06	-1.271359E-04	
4640	0.863469	0.906376	-8.859556	6.101687E-05	6.905039E-05	6.255677E-05	
4800	0.771665	0.966005	-8.830162	1.473127E-04	-1.242005E-04	6.535946E-05	
4960	0.878411	0.943029	-8.817517	9.178854E-05	-3.096777E-04	1.012765E-04	
5120	0.847441	1.000817	-8.815715	1.421138E-05	-1.884881E-04	1.640632E-04	
5280	0.890024	0.984033	-8.796192	-1.135391E-04	-1.600922E-05	1.497996E-04	
5440	0.839595	1.017716	-8.796504	9.002767E-05	-2.391492E-05	-1.630564E-05	
5600	0.874166	1.027937	-8.779371	1.236385E-04	7.106123E-05	-2.202702E-04	
5760	0.890054	1.044182	-8.761429	1.666515E-04	2.308241E-05	-1.719342E-04	
5920	0.903780	1.001924	-8.822128	-1.139694E-04	1.271002E-04	-8.591734E-05	
6080	0.938702	0.942191	-8.827512	7.408688E-05	5.299845E-05	5.461695E-06	
6240	0.938294	0.991154	-8.875490	-1.697857E-05	7.169762E-05	6.335101E-05	
