0	-0.038650	0.546854	-9.330507	3.082013E-01	-3.655333E-01	6.359926E-02	
160	-0.067352	0.521236	-9.353030	3.360886E-01	-3.372431E-01	9.398633E-02	
320	0.034976	0.571697	-9.335351	3.665884E-01	-3.095536E-01	1.255109E-01	
480	0.155948	0.512084	-9.311026	3.976636E-01	-2.761357E-01	1.560586E-01	
640	0.077082	0.660796	-9.280238	4.251097E-01	-2.487596E-01	1.866807E-01	
800	0.147280	0.604319	-9.204457	4.506018E-01	-2.143962E-01	2.170121E-01	
960	0.170741	0.721797	-9.254485	4.807823E-01	-1.853828E-01	2.489214E-01	
1120	0.175600	0.787699	-9.161419	5.081678E-01	-1.547567E-01	2.766250E-01	
1280	0.237820	0.755908	-9.153284	5.331482E-01	-1.219059E-01	3.092632E-01	
1440	0.234461	0.736525	-9.164057	5.615892E-01	-9.294002E-02	3.389594E-01	
1600	0.301422	0.715449	-9.086350	5.859070E-01	-5.904185E-02	3.690091E-01	
1760	0.348865	0.757404	-9.089971	6.117022E-01	-2.847193E-02	3.989322E-01	
1920	0.383495	0.850304	-9.064106	6.356310E-01	3.211723E-03	4.255513E-01	
2080	0.366343	0.838607	-9.059497	6.587477E-01	3.465848E-02	4.545118E-01	
2240	0.409901	0.765800	-9.003545	6.829552E-01	6.444456E-02	4.800439E-01	
2400	0.532111	0.911593	-9.042060	7.062182E-01	9.684908E-02	5.100067E-01	
2560	0.463244	0.926420	-9.014228	7.271216E-01	1.280637E-01	5.342841E-01	
2720	0.482700	0.966835	-8.930470	7.487842E-01	1.559981E-01	5.627687E-01	
2880	0.563659	0.882694	-8.961737	7.704118E-01	1.884088E-01	5.891815E-01	
3040	0.594277	0.822141	-9.009809	7.886581E-01	2.236992E-01	6.110260E-01	
3200	0.612929	0.980272	-8.922002	8.082351E-01	2.498625E-01	6.385901E-01	
3360	0.626329	0.905346	-8.940796	8.258862E-01	2.798432E-01	6.601515E-01	
3520	0.641112	0.839268	-8.903387	8.439179E-01	3.125592E-01	6.859643E-01	
3680	0.628092	0.984114	-8.862449	8.599513E-01	3.405116E-01	7.076759E-01	
3840	0.686517	1.028384	-8.913186	8.773029E-01	3.705776E-01	7.267693E-01	
4000	0.715933	0.983621	-8.914365	8.903259E-01	3.997448E-01	7.508427E-01	
4160	0.773628	0.971000	-8.880825	9.044792E-01	4.268997E-01	7.705306E-01	
4320	0.823248	0.982051	-8.847970	9.174157E-01	4.543662E-01	7.898971E-01	
4480	0.816758	0.945192	-8.843638	9.280391E-01	4.836675E-01	8.091717E-01	
4640	0.833244	1.033645	-8.803285	9.408154E-01	5.097333E-01	8.244368E-01	
4800	0.803876	1.038917	-8.826676	9.488006E-01	5.378106E-01	8.449470E-01	
4960	0.855849	0.946353	-8.772159	9.604994E-01	5.626533E-01	8.618159E-01	
5120	0.879163	0.988017	-8.790808	9.668795E-01	5.886839E-01	8.756752E-01	
5280	0.821048	1.013573	-8.836426	9.744324E-01	6.149338E-01	8.911386E-01	
5440	0.882178	0.985486	-8.778681	9.831731E-01	6.385553E-01	9.043024E-01	
5600	0.852686	0.959228	-8.782515	9.870308E-01	6.640349E-01	9.183146E-01	
5760	0.966256	1.025693	-8.802455	9.921638E-01	6.861914E-01	9.289676E-01	
5920	0.863081	1.055052	-8.769666	9.952711E-01	7.070486E-01	9.407259E-01	
6080	0.998515	1.074231	-8.816640	9.990843E-01	7.297369E-01	9.506063E-01	
6240	0.960444	0.980919	-8.778925	1.000245E+00	7.509251E-01	9.598167E-01	
6400	0.957419	0.976026	-8.819342	1.000787E+00	7.719397E-01	9.694447E-01	
6560	0.848539	0.972845	-8.823156	1.000700E+00	7.882380E-01	9.775254E-01	
6720	0.976176	0.915798	-8.845298	9.972146E-01	8.095433E-01	9.822231E-01	
6880	0.949961	1.025237	-8.776019	9.957868E-01	8.287208E-01	9.899004E-01	
7040	0.962001	0.955548	-8.874687	9.923936E-01	8.443036E-01	9.920574E-01	
7200	0.978536	0.906176	-8.806696	9.869232E-01	8.625164E-01	9.941769E-01	
7360	0.991749	0.934308	-8.856156	9.827500E-01	8.756007E-01	9.982528E-01	
7520	0.979270	0.930669	-8.795182	9.777020E-01	8.917426E-01	9.993493E-01	
7680	0.989289	0.878551	-8.875653	9.683643E-01	9.059904E-01	1.002738E+00	
7840	0.951942	0.862993	-8.915314	9.611103E-01	9.193863E-01	9.996734E-01	
8000	0.992543	0.834405	-8.979723	9.510360E-01	9.313818E-01	9.989348E-01	
8160	1.030097	0.879728	-8.983250	9.417464E-01	9.412757E-01	9.967917E-01	
8320	1.056583	0.810354	-8.910885	9.291928E-01	9.525350E-01	9.912753E-01	
8480	0.978684	0.758391	-8.964045	9.190261E-01	9.597037E-01	9.858748E-01	
8640	1.065753	0.750800	-8.950452	9.050900E-01	9.685704E-01	9.815869E-01	
8800	1.014748	0.742199	-9.007610	8.929269E-01	9.787550E-01	9.762639E-01	
8960	0.947188	0.714562	-9.005280	8.774401E-01	9.821106E-01	9.691778E-01	
9120	0.948708	0.728204	-8.980263	8.614649E-01	9.890303E-01	9.609406E-01	
9280	0.945637	0.669795	-8.990603	8.440807E-01	9.925301E-01	9.507347E-01	
9440	0.952417	0.631327	-9.083578	8.291888E-01	9.962492E-01	9.419713E-01	
9600	0.866929	0.723667	-9.140263	8.083062E-01	9.970893E-01	9.291029E-01	
9760	0.930083	0.615605	-9.083550	7.922663E-01	9.991736E-01	9.191824E-01	
9920	0.843015	0.560148	-9.119188	7.718812E-01	9.971497E-01	9.038013E-01	
10080	0.973761	0.557233	-9.151357	7.524444E-01	9.983507E-01	8.896545E-01	
10240	0.945731	0.564521	-9.126615	7.302453E-01	9.972359E-01	8.777830E-01	
10400	0.921379	0.590338	-9.167320	7.078679E-01	9.951340E-01	8.603644E-01	
10560	0.839881	0.463989	-9.173591	6.853176E-01	9.912439E-01	8.450284E-01	
10720	0.924453	0.482597	-9.247699	6.613792E-01	9.865568E-01	8.270094E-01	
10880	0.864392	0.412371	-9.280616	6.405524E-01	9.814678E-01	8.089740E-01	
11040	0.774583	0.397388	-9.254584	6.148208E-01	9.742394E-01	7.915587E-01	
11200	0.815762	0.367760	-9.291025	5.893990E-01	9.685296E-01	7.713318E-01	
11360	0.818978	0.320158	-9.352915	5.622497E-01	9.585495E-01	7.507171E-01	
11520	0.775353	0.247783	-9.284179	5.359263E-01	9.504297E-01	7.309081E-01	
11680	0.731741	0.202490	-9.374714	5.120868E-01	9.391149E-01	7.069871E-01	
11840	0.752895	0.200466	-9.408916	4.823988E-01	9.284241E-01	6.833204E-01	
12000	0.690031	0.257153	-9.442920	4.573072E-01	9.184826E-01	6.587354E-01	
