144160	2394	2474	1986	2388	2931	1852	2442	1757
144321	2387	2471	1987	2387	2931	1851	2441	1757
144480	2386	2466	1987	2387	2931	1852	2441	1757
144640	2383	2471	1985	2387	2931	1851	2441	1757
144800	2384	2473	1982	2386	2931	1851	2441	1757
144960	2382	2470	1980	2387	2932	1852	2442	1757
145121	2379	2479	1979	2387	2931	1852	2441	1757
145281	2378	2475	1981	2387	2930	1852	2441	1756
145440	2379	2468	1979	2387	2931	1853	2442	1756
145600	2376	2466	1975	2388	2932	1853	2441	1756
145760	2379	2479	1987	2388	2932	1854	2442	1757
145920	2377	2469	1986	2387	2932	1853	2441	1756
146080	2371	2475	1982	2388	2933	1855	2441	1756
146240	2374	2469	1983	2387	2933	1855	2441	1757
146400	2364	2464	1983	2387	2933	1855	2441	1756
146560	2367	2465	1979	2387	2932	1854	2441	1757
146720	2366	2465	1987	2387	2933	1856	2441	1757
146880	2364	2466	1991	2387	2932	1856	2442	1757
147040	2364	2465	1987	2387	2931	1855	2442	1757
147200	2363	2464	1981	2387	2932	1856	2442	1756
147360	2357	2465	1980	2387	2932	1856	2441	1757
147520	2356	2467	1986	2388	2931	1857	2442	1757
147680	2357	2468	1983	2387	2932	1857	2442	1757
147841	2348	2465	1978	2387	2931	1857	2441	1757
148001	2354	2459	1980	2386	2931	1857	2441	1757
148161	2353	2459	1982	2387	2931	1858	2441	1757
148322	2345	2461	1989	2387	2931	1858	2441	1757
148480	2351	2464	1979	2387	2931	1857	2440	1757
148640	2351	2467	1976	2387	2932	1858	2442	1757
148801	2347	2456	1977	2388	2931	1858	2442	1757
148960	2346	2457	1984	2386	2931	1858	2442	1757
149120	2349	2458	1981	2388	2932	1859	2442	1757
149280	2349	2450	1979	2388	2932	1859	2442	1756
149440	2345	2455	1987	2387	2933	1860	2442	1757
149600	2345	2459	1984	2387	2932	1860	2442	1757
149760	2341	2450	1987	2387	2931	1860	2442	1757
149920	2347	2449	1983	2388	2933	1860	2442	1757
150080	2337	2449	1983	2388	2933	1860	2441	1757
150240	2338	2448	1983	2388	2933	1861	2442	1756
150400	2345	2443	1982	2387	2933	1862	2441	1757
150560	2331	2443	1984	2388	2933	1861	2441	1756
150720	2341	2443	1986	2387	2932	1862	2442	1757
150880	2339	2444	1984	2387	2933	1862	2442	1757
151040	2336	2438	1982	2386	2933	1863	2442	1756
151200	2333	2443	1982	2387	2933	1861	2442	1757
151361	2332	2444	1984	2387	2931	1862	2441	1757
151521	2331	2443	1987	2387	2931	1862	2441	1757
151682	2329	2437	1983	2387	2931	1863	2441	1757
151840	2330	2436	1978	2387	2932	1861	2441	1757
152000	2330	2432	1981	2388	2932	1864	2441	1757
152160	2326	2435	1979	2387	2933	1863	2442	1757
152321	2327	2430	1982	2387	2932	1864	2441	1756
152480	2330	2429	1990	2387	2932	1864	2441	1756
152640	2323	2430	1985	2387	2933	1865	2442	1756
152800	2330	2433	1979	2387	2934	1865	2442	1757
152960	2323	2422	1981	2387	2933	1864	2442	1757
153120	2317	2427	1983	2388	2933	1864	2442	1756
153280	2327	2420	1987	2388	2932	1864	2442	1757
153440	2324	2424	1983	2387	2932	1864	2442	1757
153600	2326	2417	1983	2389	2933	1864	2441	1758
153760	2316	2425	1984	2387	2932	1865	2442	1756
153920	2321	2416	1983	2387	2933	1865	2442	1757
154080	2324	2415	1985	2387	2932	1864	2441	1757
154240	2321	2413	1983	2387	2933	1865	2441	1757
154400	2316	2403	1985	2387	2934	1865	2441	1757
154560	2317	2414	1984	2387	2933	1865	2441	1757
154720	2321	2408	1983	2387	2933	1866	2442	1757
154881	2318	2409	1978	2387	2932	1864	2442	1757
155041	2318	2401	1981	2387	2933	1865	2441	1757
155202	2319	2400	1975	2387	2932	1865	2441	1757
155360	2320	2414	1976	2387	2932	1865	2441	1758
155520	2314	2410	1983	2386	2932	1865	2441	1757
155680	2322	2403	1982	2387	2932	1865	2441	1757
155841	2316	2397	1979	2387	2932	1865	2442	1758
156000	2326	2394	1984	2387	2931	1865	2442	1756
156160	2321	2395	1986	2387	2933	1865	2441	1756
156320	2323	2394	1986	2387	2932	1865	2442	1756
156480	2315	2401	1983	2387	2932	1865	2442	1756
156640	2320	2388	1982	2387	2934	1866	2442	1756
156800	2321	2390	1983	2387	2932	1866	2442	1757
156960	2316	2397	1987	2387	2933	1866	2441	1758
157120	2324	2387	1983	2387	2933	1865	2442	1757
157280	2328	2385	1984	2387	2933	1865	2442	1757
157440	2331	2389	1979	2386	2933	1865	2442	1757
157600	2330	2381	1979	2387	2933	1865	2442	1756
157760	2331	2384	1984	2386	2933	1866	2442	1757
157920	2327	2377	1987	2387	2933	1865	2442	1757
158080	2323	2383	1981	2387	2933	1865	2442	1757
158240	2322	2379	1983	2387	2932	1865	2441	1756
158401	2329	2370	1981	2386	2932	1864	2442	1757
158561	2327	2377	1978	2387	2932	1863	2441	1758
158722	2330	2377	1981	2386	2931	1865	2441	1757
158880	2331	2374	1980	2387	2933	1864	2442	1758
159041	2328	2382	1976	2387	2933	1865	2442	1757
159201	2331	2370	1981	2387	2932	1863	2441	1757
159361	2329	2371	1982	2387	2933	1864	2441	1757
159520	2337	2372	1981	2387	2932	1864	2442	1757
159680	2335	2367	1983	2387	2933	1864	2442	1757
159840	2335	2365	1989	2387	2932	1864	2441	1757
160000	2336	2368	1981	2387	2933	1864	2442	1757
160160	2340	2361	1985	2387	2933	1862	2442	1757
160320	2335	2369	1985	2387	2932	1863	2442	1757
160480	2342	2366	1982	2387	2933	1864	2442	1757
160640	2341	2362	1985	2386	2932	1862	2441	1757
160800	2336	2363	1989	2386	2934	1862	2442	1757
160960	2335	2361	1991	2388	2932	1862	2441	1757
161120	2343	2360	1983	2387	2931	1862	2442	1757
161280	2354	2357	1986	2387	2932	1863	2441	1757
161440	2349	2353	1980	2387	2933	1863	2441	1757
161600	2347	2355	1983	2387	2933	1862	2442	1757
161760	2343	2355	1981	2387	2932	1861	2442	1757
161921	2352	2349	1982	2387	2931	1862	2442	1757
162081	2349	2351	1984	2387	2933	1862	2441	1757
162242	2354	2348	1988	2386	2933	1860	2442	1757
162400	2345	2354	1987	2387	2933	1861	2441	1757
