0	0.091956	0.587515	-9.357938	7.131960E-04	-6.997004E-04	-8.806551E-05	
160	-0.036310	0.611793	-9.361325	-3.739856E-04	1.483123E-04	1.970403E-04	
320	0.056817	0.540911	-9.353475	2.981639E-04	-3.467454E-04	1.115314E-03	
480	0.079570	0.672195	-9.237203	8.597255E-04	-2.621826E-05	6.422892E-04	
640	0.200137	0.691668	-9.212176	-1.231354E-03	3.695122E-04	-6.528063E-04	
800	0.230285	0.673034	-9.253153	-8.916224E-05	2.036760E-04	-1.385617E-03	
960	0.158254	0.637103	-9.209302	4.916834E-04	7.011748E-04	-2.297478E-04	
1120	0.238618	0.672463	-9.190201	3.851394E-04	-1.669994E-03	-2.375865E-05	
1280	0.261382	0.680247	-9.193990	1.785533E-03	-5.915806E-04	-1.540266E-03	
1440	0.337784	0.735730	-9.207708	1.460899E-03	-1.436108E-03	8.701633E-04	
1600	0.221966	0.798899	-9.182538	1.441784E-04	1.071849E-04	1.761095E-03	
1760	0.366721	0.807651	-9.108133	1.997791E-04	-4.161392E-04	2.966089E-05	
1920	0.408721	0.760618	-9.131915	-1.250125E-03	-5.543395E-04	-1.179064E-03	
2080	0.392911	0.798978	-9.073757	7.363321E-04	1.334304E-03	1.251230E-04	
2240	0.366306	0.832922	-9.010544	-1.951976E-03	2.781172E-03	1.593490E-03	
2400	0.473232	0.857605	-9.006921	-2.673019E-04	-1.360035E-03	-3.376948E-04	
2560	0.485525	0.842204	-9.055167	1.361066E-03	7.523350E-04	2.395864E-04	
2720	0.515627	0.888127	-8.910755	3.785992E-04	-5.326383E-04	1.962482E-03	
2880	0.551943	0.963485	-9.017366	-2.093799E-04	-1.399482E-03	9.505296E-05	
3040	0.565202	0.926204	-8.910260	-1.125502E-04	-1.203683E-04	-1.475812E-03	
3200	0.571801	0.933583	-8.947831	1.192718E-04	7.879376E-04	2.073804E-04	
3360	0.568831	0.921277	-8.954484	1.335911E-05	-1.239850E-03	5.665355E-04	
3520	0.611786	0.963786	-8.868550	2.375854E-03	-1.701913E-03	7.128183E-04	
3680	0.640888	0.952121	-8.885603	-5.316091E-04	1.414547E-03	6.605625E-04	
3840	0.688431	0.949966	-8.829220	-5.058790E-05	-3.147161E-05	-3.208481E-04	
4000	0.700723	0.986377	-8.875222	-1.189306E-03	1.046473E-03	2.566553E-04	
4160	0.671053	0.964179	-8.875119	5.295822E-04	1.240093E-03	-3.460583E-04	
4320	0.726454	1.000659	-8.848662	6.753120E-04	-1.056340E-03	-1.301790E-03	
4480	0.798864	0.989683	-8.878835	3.612098E-04	7.253482E-04	-4.295699E-04	
4640	0.843348	0.946759	-8.870883	-1.661585E-03	1.743776E-04	1.449730E-03	
4800	0.762197	1.034212	-8.844332	7.959460E-04	-1.804361E-03	2.788589E-04	
4960	0.756772	1.040675	-8.820681	-5.122467E-04	-4.906583E-04	8.491048E-05	
5120	0.805829	0.957757	-8.843905	-5.439374E-04	-3.407492E-04	-1.782966E-04	
5280	0.893292	0.985370	-8.821902	4.350253E-04	-1.504198E-03	-1.464401E-03	
5440	0.884304	1.003657	-8.817843	1.305930E-03	-1.123276E-03	-7.003069E-04	
5600	0.914866	0.997331	-8.860203	1.936837E-04	-7.595255E-05	-5.038542E-04	
5760	0.899532	1.025448	-8.859576	1.206050E-03	-4.238417E-04	-1.499182E-04	
5920	0.869512	1.005608	-8.802309	1.531700E-03	4.209431E-04	8.373093E-04	
6080	0.923220	0.972746	-8.785136	-3.445144E-04	-8.187901E-04	-9.025481E-05	
6240	0.944386	0.973959	-8.843570	7.157004E-04	1.539365E-03	5.876957E-04	
6400	0.893681	1.004200	-8.815485	8.748014E-04	8.931074E-04	1.378998E-03	
6560	0.976371	1.008320	-8.796006	1.343642E-03	-8.334124E-04	2.398429E-03	
6720	0.967844	0.933246	-8.803588	-8.636730E-04	-7.360660E-04	-1.973186E-03	
6880	1.024913	0.945443	-8.799530	-7.334033E-04	-3.583075E-04	6.415201E-04	
7040	1.075050	0.916980	-8.815195	3.177225E-04	6.709796E-04	-7.470490E-04	
7200	1.006094	0.975867	-8.861340	1.156998E-03	2.451241E-04	5.723408E-04	
7360	0.876710	0.956238	-8.895314	5.099658E-04	-3.679510E-04	1.025263E-03	
7520	0.966940	0.985927	-8.936064	3.575462E-04	5.441458E-04	-9.809794E-04	
7680	1.062857	0.896060	-8.923037	7.215886E-05	7.500773E-05	6.087602E-04	
7840	1.053356	0.868060	-8.888973	2.739423E-03	3.343823E-04	-2.926803E-04	
8000	0.971636	0.778703	-8.937849	-8.004996E-04	3.408585E-04	1.160872E-03	
8160	1.054576	0.843245	-8.956874	2.397160E-03	1.741457E-04	6.755564E-04	
8320	1.032490	0.828639	-8.905751	9.823579E-04	2.611671E-04	5.904897E-04	
8480	0.986648	0.700027	-8.960336	7.435355E-04	-3.907543E-04	-7.166895E-04	
8640	0.928291	0.761156	-8.960192	1.537645E-03	1.503747E-03	-1.296962E-04	
8800	0.937124	0.744148	-8.957536	-6.390276E-04	-1.033465E-03	6.170142E-06	
8960	1.023908	0.692736	-8.958932	-8.940620E-04	6.751626E-04	1.798364E-03	
9120	0.953850	0.696738	-9.016727	7.476651E-04	-5.705733E-04	1.680728E-05	
9280	1.030967	0.667429	-9.072458	-9.330056E-04	-1.230127E-03	1.177738E-03	
9440	1.005019	0.660897	-9.070747	1.128427E-03	-6.621626E-04	3.459256E-04	
9600	0.971129	0.631101	-9.115390	2.602546E-03	-1.362376E-03	7.368823E-04	
9760	0.965304	0.649480	-9.153114	7.404287E-05	-2.768342E-04	9.090830E-04	
9920	0.918795	0.537934	-9.160926	3.091779E-04	4.127348E-04	1.076483E-03	
10080	0.987108	0.568216	-9.164245	1.950001E-03	3.884710E-05	4.269392E-04	
10240	0.855436	0.500712	-9.163535	1.065470E-03	-1.530157E-04	-1.892605E-03	
10400	0.856814	0.443581	-9.121049	7.395474E-04	5.748725E-04	6.782211E-04	
10560	0.960666	0.475499	-9.180260	3.817156E-04	9.502506E-04	-1.507862E-03	
10720	0.851426	0.406910	-9.320663	1.132077E-03	-2.645610E-04	2.189650E-03	
10880	0.902448	0.437440	-9.290297	-6.257394E-04	1.833864E-03	-7.093966E-04	
11040	0.792241	0.348955	-9.220710	4.736360E-04	3.167923E-04	-5.105685E-04	
11200	0.762056	0.320459	-9.329467	1.328330E-03	-1.495329E-04	-4.311053E-04	
11360	0.853496	0.437829	-9.341935	2.474926E-03	-1.873434E-03	-6.868054E-04	
11520	0.696372	0.277691	-9.324614	1.746403E-03	5.359937E-04	-1.700944E-03	
11680	0.796528	0.259372	-9.368033	3.713127E-04	-1.806088E-03	8.749919E-04	
11840	0.746023	0.257696	-9.467192	9.004202E-04	-3.255101E-05	-4.799029E-04	
12000	0.674849	0.255108	-9.523386	2.847508E-05	-4.590895E-04	1.425576E-03	
12160	0.689630	0.192139	-9.397255	1.303011E-03	9.262582E-04	-5.862679E-04	
12320	0.700075	0.186964	-9.556021	-1.258943E-04	-6.206168E-05	1.297729E-04	
12480	0.623236	0.123932	-9.544696	1.162776E-03	1.381578E-03	-1.017196E-03	
12640	0.587765	0.136270	-9.577800	1.029579E-03	-9.701162E-04	2.018145E-04	
12800	0.624657	0.029087	-9.572572	-6.425073E-04	-4.022192E-04	8.385624E-04	
12960	0.564283	0.036858	-9.660514	8.920209E-04	-8.956863E-04	6.470206E-05	
13120	0.571452	0.091664	-9.663341	2.372671E-04	-6.244797E-04	1.480787E-03	
13280	0.450911	-0.053062	-9.666393	6.707501E-04	-1.830860E-05	-1.012503E-03	
13440	0.467545	-0.053085	-9.673973	9.763980E-04	1.662430E-03	-8.765880E-04	
13600	0.431836	-0.138775	-9.794915	1.574568E-03	1.222293E-03	3.377981E-04	
13760	0.437941	-0.077125	-9.823034	2.686822E-03	6.425296E-04	-6.341699E-04	
13920	0.377071	-0.117672	-9.823332	1.550584E-03	2.237102E-04	9.582832E-04	
14080	0.343563	-0.178373	-9.910325	1.371764E-03	-1.640275E-03	8.389353E-05	
14240	0.298780	-0.287779	-9.895741	7.865476E-04	1.196646E-03	1.300967E-03	
14400	0.289731	-0.267151	-9.915451	1.862305E-03	8.702521E-04	-6.117484E-04	
14560	0.289646	-0.204372	-9.947841	5.700760E-04	-1.000050E-03	1.312910E-04	
14720	0.266619	-0.357056	-10.035736	1.811827E-03	8.364657E-04	-8.611087E-04	
14880	0.167996	-0.334271	-10.019322	1.251612E-03	9.977289E-04	-1.560738E-03	
15040	0.208499	-0.364871	-10.124900	-1.907339E-03	1.462020E-03	1.176862E-04	
15200	0.099934	-0.433662	-10.099916	1.541928E-03	3.336875E-04	-8.013518E-05	
15360	0.072498	-0.491575	-10.090717	1.482640E-03	1.582462E-03	7.123284E-05	
15520	0.116446	-0.458115	-10.116347	1.924781E-03	2.076916E-03	2.812805E-03	
15680	0.074180	-0.535030	-10.186480	1.036060E-03	-1.090738E-03	-1.359538E-03	
15840	0.078899	-0.493845	-10.183692	2.798388E-04	-7.760353E-04	1.741978E-03	
16000	0.094591	-0.545501	-10.237653	3.682660E-04	1.035032E-03	-1.508338E-04	
16160	-0.048476	-0.558448	-10.259063	3.061610E-03	6.082801E-04	3.817422E-04	
16320	-0.055381	-0.556887	-10.334040	2.942062E-03	-7.019759E-04	-1.310747E-03	
16480	-0.029641	-0.557237	-10.323141	1.959896E-03	4.684474E-04	5.684786E-04	
16640	-0.127087	-0.660503	-10.293334	1.474990E-03	2.446247E-03	2.265032E-04	
16800	-0.087827	-0.625749	-10.308628	1.766889E-03	4.558952E-04	1.048168E-03	
