0	0.000000E+00	-2.547456E-01	-9.715618E+00	0	0	-4.696337E+00	0
160	-3.112712E-02	-2.543887E-01	-9.715618E+00	0	0	-4.696337E+00	0
320	-6.223788E-02	-2.533181E-01	-9.715618E+00	0	0	-4.696337E+00	0
480	-9.331591E-02	-2.515345E-01	-9.715618E+00	0	0	-4.696337E+00	0
640	-1.243449E-01	-2.490388E-01	-9.715618E+00	0	0	-4.696337E+00	0
800	-1.553084E-01	-2.458322E-01	-9.715618E+00	0	0	-4.696337E+00	0
960	-1.861904E-01	-2.419166E-01	-9.715618E+00	0	0	-4.696337E+00	0
1120	-2.169744E-01	-2.372938E-01	-9.715618E+00	0	0	-4.696337E+00	0
1280	-2.476443E-01	-2.319664E-01	-9.715618E+00	0	0	-4.696337E+00	0
1440	-2.781840E-01	-2.259372E-01	-9.715618E+00	0	0	-4.696337E+00	0
1600	-3.085774E-01	-2.192093E-01	-9.715618E+00	0	0	-4.696337E+00	0
1760	-3.388086E-01	-2.117862E-01	-9.715618E+00	0	0	-4.696337E+00	0
1920	-3.688616E-01	-2.036720E-01	-9.715618E+00	0	0	-4.696337E+00	0
2080	-3.987207E-01	-1.948707E-01	-9.715618E+00	0	0	-4.696337E+00	0
2240	-4.283701E-01	-1.853872E-01	-9.715618E+00	0	0	-4.696337E+00	0
2400	-4.577942E-01	-1.752263E-01	-9.715618E+00	0	0	-4.696337E+00	0
2560	-4.869777E-01	-1.643933E-01	-9.715618E+00	0	0	-4.696337E+00	0
2720	-5.159050E-01	-1.528941E-01	-9.715618E+00	0	0	-4.696337E+00	0
2880	-5.445611E-01	-1.407346E-01	-9.715618E+00	0	0	-4.696337E+00	0
3040	-5.729309E-01	-1.279213E-01	-9.715618E+00	0	0	-4.696337E+00	0
3200	-6.009994E-01	-1.144608E-01	-9.715618E+00	0	0	-4.696337E+00	0
3360	-6.287519E-01	-1.003603E-01	-9.715618E+00	0	0	-4.696337E+00	0
3520	-6.561737E-01	-8.562709E-02	-9.715618E+00	0	0	-4.696337E+00	0
3680	-6.832506E-01	-7.026903E-02	-9.715618E+00	0	0	-4.696337E+00	0
