0	3.5020927245790132e-02	4.7663320606355371e-02	-1.4756210924809038e-01	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1	2.3330211244450002e-02	3.9778398579992012e-02	-1.3653229705934669e-01	1.1391704709204103e-04	1.9423046181636725e-04	-6.6666160673509124e-04
2	1.1268281991857256e-02	3.8306727112260519e-02	-1.2717616978107188e-01	1.6893795525540654e-04	3.8127502779420182e-04	-1.2876389982442312e-03
3	-1.6062181758145361e-04	4.0809413681375736e-02	-1.1990078444755582e-01	1.6815366903674711e-04	5.8053974303529424e-04	-1.8730920473045624e-03
4	-1.0625201572396142e-02	4.4683180399054986e-02	-1.1505664799658101e-01	1.1627280198403157e-04	7.9871933482755493e-04	-2.4348920863503680e-03
5	-2.1522371106387009e-02	4.7769480652150510e-02	-1.1324951462368438e-01	1.1183099316126250e-05	1.0319687520743835e-03	-2.9878682319738267e-03
6	-3.4465675294751350e-02	5.0469830401089294e-02	-1.1649427725658534e-01	-1.5710633083402685e-04	1.2784034708297025e-03	-3.5566879451407471e-03
7	-4.7421272174995296e-02	5.3841316173225247e-02	-1.2455238402096766e-01	-3.8865551137599608e-04	1.5413005224567790e-03	-4.1648538827431282e-03
8	-5.8018682506768601e-02	5.7680404129993063e-02	-1.3537742356732074e-01	-6.7194985955357721e-04	1.8229431207477608e-03	-4.8258764587554362e-03
9	-6.4724597754604721e-02	6.1224945877266811e-02	-1.4781753291654431e-01	-9.8798793452723301e-04	2.1218930517891027e-03	-5.5476417561995004e-03
10	-6.8513167435401173e-02	6.3659637676893477e-02	-1.6055012521166773e-01	-1.3246157408352039e-03	2.4346738643495230e-03	-6.3364775154487220e-03
11	-7.1382705726798182e-02	6.5201746152073942e-02	-1.7401626707725493e-01	-1.6709856813430441e-03	2.7510519661006140e-03	-7.1808557645113300e-03
12	-7.4307362168079219e-02	6.5027796973596091e-02	-1.8873977750695256e-01	-2.0360822789095953e-03	3.0705549968851895e-03	-8.1081965902748600e-03
13	-7.6722363968481741e-02	6.2787792902932654e-02	-2.0348352296756986e-01	-2.4107031967244476e-03	3.3771360169190402e-03	-9.1017684797649479e-03
14	-7.8042126830145775e-02	5.9384318401894093e-02	-2.1803711880302762e-01	-2.7893866124346885e-03	3.6652862435395590e-03	-1.0159748884113135e-02
15	-7.8835736034362058e-02	5.4036773153321865e-02	-2.3215211971267721e-01	-3.1743267297899718e-03	3.9291376749522634e-03	-1.1293304156147691e-02
16	-7.9330481706710254e-02	4.6548993539804004e-02	-2.4566555952966299e-01	-3.5641035716716964e-03	4.1578482450178285e-03	-1.2500340138944192e-02
17	-7.9851952727310743e-02	3.8461741072347386e-02	-2.5782481533308793e-01	-3.9515687963922290e-03	4.3444759559096505e-03	-1.3751382181118293e-02
18	-8.0886222207439490e-02	3.0613739852255187e-02	-2.6799176429526439e-01	-4.3465210532644925e-03	4.4939571075319901e-03	-1.5059935717716265e-02
19	-8.2086345279180642e-02	2.2768572771227506e-02	-2.7619793846031415e-01	-4.7473332860729920e-03	4.6051317792664996e-03	-1.6408558464104519e-02
20	-8.2788348881642784e-02	1.4960028489198716e-02	-2.8199279195552995e-01	-5.1515732708466381e-03	4.6781787933739150e-03	-1.7785476393574879e-02
21	-8.3179871594511720e-02	7.2729374180721396e-03	-2.8355102139797994e-01	-5.5577249876167150e-03	4.7136911831105952e-03	-1.9170002865244704e-02
22	-8.3219763095505231e-02	-9.6962638455024355e-04	-2.8206460319783677e-01	-5.9640714871064867e-03	4.7089566792797837e-03	-2.0547271435546643e-02
23	-8.2957221290621649e-02	-9.4601138114087970e-03	-2.7971281249801860e-01	-6.3691360441896000e-03	4.6627647173100141e-03	-2.1913056652822123e-02
24	-8.2699021821178609e-02	-1.7700821839599982e-02	-2.7660299156768936e-01	-6.7729398616758240e-03	4.5763349231713419e-03	-2.3263657197586232e-02
25	-8.2314142961611297e-02	-2.5254925790177230e-02	-2.7179140929277718e-01	-7.1748643878555667e-03	4.4530198558364919e-03	-2.4590763688273620e-02
26	-8.1821429404013560e-02	-3.1993293723875667e-02	-2.6469051520561715e-01	-7.5743830861173516e-03	4.2968026013253799e-03	-2.5883197844551047e-02
27	-8.1078223397428789e-02	-3.7878076133949140e-02	-2.5546472941549514e-01	-7.9702728488001088e-03	4.1118510577025811e-03	-2.7130584218650146e-02
28	-8.0138601693993741e-02	-4.2068371965791045e-02	-2.4489060095238036e-01	-8.3615746148840622e-03	3.9064390852133670e-03	-2.8326339106112940e-02
29	-8.0296831103922189e-02	-4.4112306124876259e-02	-2.3285050213811334e-01	-8.7536489855086826e-03	3.6910469654629946e-03	-2.9463304448584197e-02
30	-8.1392787871362407e-02	-4.4390378267702646e-02	-2.1841860056862147e-01	-9.1510747075368194e-03	3.4742970715777276e-03	-3.0529801521673169e-02
31	-8.2233618722465554e-02	-4.3356468364089885e-02	-2.0085864456528879e-01	-9.5526060489551090e-03	3.2625955658936948e-03	-3.1510556622089618e-02
32	-8.3190806303807943e-02	-4.1433614773677671e-02	-1.8019264771715277e-01	-9.9613499397910796e-03	3.0590185401807401e-03	-3.2395902577975290e-02
33	-8.4328710768624277e-02	-3.8685248143994863e-02	-1.5791347742797851e-01	-1.0370537714821940e-02	2.8713063070601595e-03	-3.3162145342594693e-02
34	-8.4889558147891286e-02	-3.5409024074303144e-02	-1.3366342446294685e-01	-1.0787628134188716e-02	2.6973300840388336e-03	-3.3818877866353680e-02
35	-8.5144515519019998e-02	-3.2285629697610854e-02	-1.0898687203538607e-01	-1.1203372838871430e-02	2.5396854077809681e-03	-3.4351040327463965e-02
36	-8.5793309244701396e-02	-2.9418245822461768e-02	-8.4362105511043950e-02	-1.1619667277650346e-02	2.3969394029661664e-03	-3.4760390143633885e-02
37	-8.6967405963377931e-02	-2.6442768564206187e-02	-5.8816020698558236e-02	-1.2044312814580902e-02	2.2678243220862534e-03	-3.5047577744701061e-02
38	-8.7973125384271877e-02	-2.3283635671724645e-02	-3.2408094747485239e-02	-1.2476553817598107e-02	2.1534241346122646e-03	-3.5206809411398608e-02
39	-8.8378657100845942e-02	-2.0154434699816325e-02	-6.5859049900105215e-03	-1.2905393126650674e-02	2.0556288734650844e-03	-3.5238766164737589e-02
40	-8.7839989709529248e-02	-1.7133960887398887e-02	1.8595422212630608e-02	-1.3334299326404234e-02	1.9719669550695819e-03	-3.5147968204714976e-02
41	-8.5992952151709406e-02	-1.4356635844064382e-02	4.2970954509820275e-02	-1.3754186788082504e-02	1.9018661941122364e-03	-3.4938149090897493e-02
42	-8.3102539331315381e-02	-1.2388872653212861e-02	6.6568285018048942e-02	-1.4159960905911192e-02	1.8413736518602204e-03	-3.4613108636707801e-02
43	-7.8589483162548143e-02	-1.1130456522442409e-02	8.9883098938609865e-02	-1.4543698616665822e-02	1.7870257196217320e-03	-3.4174226317671620e-02
44	-7.2096844533574955e-02	-1.0261051935569209e-02	1.1291538685538610e-01	-1.4895733990364918e-02	1.7369229269675855e-03	-3.3622881655291807e-02
45	-6.3915099282956842e-02	-9.6277726698376573e-03	1.3504237181185458e-01	-1.5207819436082480e-02	1.6899123182281437e-03	-3.2963495074179235e-02
